"toolName","id","category","route","currentStatus","inputType","outputType","processing","implementation","knownProblems","requiredFix","functionTest","uiTest","outputTest","downloadTest","mobileTest","errorHandlingTest","lastTestTime"
"PDF Page Size Converter","pdf-page-size-converter","pdf-tools","/tools/pdf-page-size-converter","PARTIALLY WORKING","PDF","PDF","browser","./expanded/ExpandedTool","A concrete runtime/behavior defect was repaired during the 2026-09-20 audit; browser E2E remains pending.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"PDF Compare","pdf-compare","pdf-tools","/tools/pdf-compare","PARTIALLY WORKING","PDF","Metadata / text result","browser","./expanded/ExpandedTool","A concrete runtime/behavior defect was repaired during the 2026-09-20 audit; browser E2E remains pending.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Image Flipper","image-flipper","image-tools","/tools/image-flipper","PARTIALLY WORKING","Image","Image / file","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Image Brightness","image-brightness","image-tools","/tools/image-brightness","PARTIALLY WORKING","Image","Image / file","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Image Contrast","image-contrast","image-tools","/tools/image-contrast","PARTIALLY WORKING","Image","Image / file","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Grayscale Image","grayscale-image","image-tools","/tools/grayscale-image","PARTIALLY WORKING","Image","Image / file","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Image Blur","image-blur","image-tools","/tools/image-blur","PARTIALLY WORKING","Image","Image / file","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Image Sharpen","image-sharpen","image-tools","/tools/image-sharpen","PARTIALLY WORKING","Image","Image / file","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Favicon Generator","favicon-generator","image-tools","/tools/favicon-generator","PARTIALLY WORKING","Image","Image / file","browser","./expanded/ExpandedTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Smart Text Summarizer","smart-text-summarizer","text-tools","/tools/smart-text-summarizer","PARTIALLY WORKING","Text","Text / statistics","Browser + optional Serverless/API","./expanded/ExpandedTool","Local deterministic mode works without a backend; optional AI mode requires the configured serverless endpoint and provider key.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Study Notes Generator","study-notes-generator","student-tools","/tools/study-notes-generator","PARTIALLY WORKING","Form/text input","Calculated/text result","Browser + optional Serverless/API","./expanded/ExpandedTool","Local deterministic mode works without a backend; optional AI mode requires the configured serverless endpoint and provider key.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Flashcard Generator","flashcard-generator","student-tools","/tools/flashcard-generator","PARTIALLY WORKING","Form/text input","Calculated/text result","Browser + optional Serverless/API","./expanded/ExpandedTool","Local deterministic mode works without a backend; optional AI mode requires the configured serverless endpoint and provider key.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Quiz Generator","quiz-generator","student-tools","/tools/quiz-generator","PARTIALLY WORKING","Form/text input","Calculated/text result","Browser + optional Serverless/API","./expanded/ExpandedTool","Local deterministic mode works without a backend; optional AI mode requires the configured serverless endpoint and provider key.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Professional Email Generator","email-generator","text-tools","/tools/email-generator","PARTIALLY WORKING","Text","Text / statistics","Browser + optional Serverless/API","./expanded/ExpandedTool","Local deterministic mode works without a backend; optional AI mode requires the configured serverless endpoint and provider key.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Formal Text Converter","formal-text-converter","text-tools","/tools/formal-text-converter","PARTIALLY WORKING","Text","Text / statistics","Browser + optional Serverless/API","./expanded/ExpandedTool","Local deterministic mode works without a backend; optional AI mode requires the configured serverless endpoint and provider key.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Word to PDF","word-to-pdf","document-tools","/tools/word-to-pdf","PARTIALLY WORKING","DOCX","PDF","browser","./expanded/ExpandedTool","A concrete runtime/behavior defect was repaired during the 2026-09-20 audit; browser E2E remains pending. DOCX paragraph text is converted; complex Word layout, images, tables and exact pagination are not reproduced.","Add/execute real tests for: function, UI, output, download, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Universal Conversion Hub","universal-conversion-hub","converter-tools","/convert","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionHub","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Height Converter","height-converter","converter-tools","/convert/height","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"BMI Calculator","bmi-unit-calculator","converter-tools","/convert/bmi","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Time Duration Converter","time-duration-converter","converter-tools","/convert/time-duration","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Date Converter & Calculator","date-converter","converter-tools","/convert/date","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Acceleration Converter","acceleration-converter","converter-tools","/convert/acceleration","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Data Transfer Speed Converter","data-transfer-speed-converter","converter-tools","/convert/data-speed","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Download Time Calculator","download-time-calculator","converter-tools","/convert/download-time","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Frequency Converter","frequency-converter","converter-tools","/convert/frequency","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Image Size & Aspect Ratio","image-size-converter","converter-tools","/convert/image-size","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Angle Converter","angle-converter","converter-tools","/convert/angle","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Force Converter","force-converter","converter-tools","/convert/force","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Torque Converter","torque-converter","converter-tools","/convert/torque","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Voltage Converter","voltage-converter","converter-tools","/convert/voltage","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Electric Current Converter","current-converter","converter-tools","/convert/current","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Resistance Converter","resistance-converter","converter-tools","/convert/resistance","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Electric Charge Converter","electric-charge-converter","converter-tools","/convert/charge","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Illuminance Converter","illuminance-converter","converter-tools","/convert/illuminance","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Fuel Economy Converter","fuel-economy-converter","converter-tools","/convert/fuel-economy","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Cooking Converter","cooking-converter","converter-tools","/convert/cooking","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Health Units Converter","health-unit-converter","converter-tools","/convert/health-units","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Currency Converter","currency-converter","converter-tools","/convert/currency","PARTIALLY WORKING","Numeric value + units","Converted value","api","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Cryptocurrency Converter","crypto-converter","converter-tools","/convert/crypto","PARTIALLY WORKING","Numeric value + units","Converted value","api","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Number System Converter","number-system-converter","converter-tools","/convert/number-system","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Roman Numeral Converter","roman-numeral-converter","converter-tools","/convert/roman","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Percentage Converter","percentage-converter","converter-tools","/convert/percentage","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Fraction Converter","fraction-converter","converter-tools","/convert/fraction","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Density Converter","density-converter","converter-tools","/convert/density","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Molar Mass Converter","molar-mass-converter","converter-tools","/convert/molar-mass","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Concentration Converter","concentration-converter","converter-tools","/convert/concentration","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Radiation Units Converter","radiation-units-converter","converter-tools","/convert/radiation","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Flow Rate Converter","flow-rate-converter","converter-tools","/convert/flow-rate","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Typography & CSS Unit Converter","typography-converter","converter-tools","/convert/typography","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Pakistan Land Area Converter","land-area-converter","converter-tools","/convert/land-area","PARTIALLY WORKING","Numeric value + units","Converted value","browser","./converters/ConversionTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Velocity Calculator","velocity-calculator","physics-tools","/tools/velocity-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Force Calculator","force-calculator","physics-tools","/tools/force-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Work Calculator","work-calculator","physics-tools","/tools/work-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Kinetic Energy Calculator","kinetic-energy-calculator","physics-tools","/tools/kinetic-energy-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Potential Energy Calculator","potential-energy-calculator","physics-tools","/tools/potential-energy-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Momentum Calculator","momentum-calculator","physics-tools","/tools/momentum-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Density Calculator","physics-density-calculator","physics-tools","/tools/physics-density-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Pressure Calculator","physics-pressure-calculator","physics-tools","/tools/physics-pressure-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Wavelength Calculator","wavelength-calculator","physics-tools","/tools/wavelength-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Frequency & Period Calculator","frequency-period-calculator","physics-tools","/tools/frequency-period-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Ohm’s Law Calculator","ohms-law-calculator","physics-tools","/tools/ohms-law-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Electrical Power Calculator","electrical-power-calculator","physics-tools","/tools/electrical-power-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Specific Heat Calculator","specific-heat-calculator","physics-tools","/tools/specific-heat-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Thin Lens Calculator","lens-equation-calculator","physics-tools","/tools/lens-equation-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Molarity Calculator","molarity-calculator","chemistry-tools","/tools/molarity-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Molality Calculator","molality-calculator","chemistry-tools","/tools/molality-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Normality Calculator","normality-calculator","chemistry-tools","/tools/normality-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Dilution Calculator","dilution-calculator","chemistry-tools","/tools/dilution-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"pH Calculator","ph-calculator","chemistry-tools","/tools/ph-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Ideal Gas Law Calculator","ideal-gas-law-calculator","chemistry-tools","/tools/ideal-gas-law-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
"Percent Composition Calculator","percent-composition-calculator","chemistry-tools","/tools/percent-composition-calculator","PARTIALLY WORKING","User input","Result","browser","./science/FormulaTool","No complete browser E2E/mobile verification exists yet; wired/rendering status is not treated as proof of full functionality.","Add/execute real tests for: function, UI, output, mobile, error handling.","NOT TESTED","NOT TESTED","NOT TESTED","N/A","NOT TESTED","NOT TESTED","Not yet behavior-tested"
